Frame,Fragment_Type,Count
1702,H2O,15
1702,H2O2,15
1702,H,230
1702,H2,49
1703,O2,67
1703,HO2,8
1703,HO,5
1703,H2O,15
1703,H2O2,15
1703,H,232
1703,H2,48
1704,O2,68
1704,HO,6
1704,H2O,15
1704,H2O2,14
1704,HO2,7
1704,O,1
1704,H,230
1704,H2,50
1705,O2,69
1705,HO,6
1705,H2O,15
1705,H2O2,13
1705,HO2,7
1705,O,1
1705,H,236
1705,H2,48
1706,O2,69
1706,HO,6
1706,H2O,15
1706,H2O2,13
1706,HO2,7
1706,O,1
1706,H2,45
1706,H,242
1707,O2,69
1707,HO,6
1707,H2O,15
1707,H2O2,13
1707,HO2,7
1707,O,1
1707,H2,49
1707,H,234
1708,O2,69
1708,HO,6
1708,H2O,15
1708,H2O2,12
1708,HO2,8
1708,O,1
1708,H2,52
1708,H,229
1709,O2,68
1709,HO2,10
1709,HO,8
1709,H2O,14
1709,H2O2,11
1709,H2,56
1709,H,221
1710,O2,67
1710,HO2,11
1710,HO,9
1710,H2O,15
1710,H2O2,10
1710,H2,56
1710,H,219
1711,O2,67
1711,HO2,11
1711,HO,9
1711,H2O2,10
1711,H2O,15
1711,H,211
1711,H2,60
1712,O2,67
1712,HO2,11
1712,HO,8
1712,H2O2,10
1712,H2O,16
1712,H,220
1712,H2,55
1713,O2,67
1713,HO2,11
1713,HO,13
1713,H2O2,8
1713,H2O,15
1713,H,215
1713,H2,58
1714,O2,67
1714,HO2,10
1714,HO,13
1714,H2O2,9
1714,H2O,15
1714,H,208
1714,H2,61
1715,O2,67
1715,HO2,10
1715,HO,11
1715,H2O2,10
1715,H2O,15
1715,H,224
1715,H2,53
1716,O2,67
1716,HO2,10
1716,HO,12
1716,H2O,16
1716,H2O2,9
1716,H,245
1716,H2,42
1717,O2,66
1717,HO2,11
1717,HO,12
1717,H2O,16
1717,H2O2,9
1717,H,228
1717,H2,50
1718,O2,67
1718,HO2,10
1718,HO,12
1718,H2O,16
1718,H2O2,9
1718,H,229
1718,H2,50
1719,O2,67
1719,HO2,10
1719,HO,13
1719,H2O,15
1719,H2O2,9
1719,H,232
1719,H2,49
1720,O2,67
1720,HO2,10
1720,HO,12
1720,H2O,16
1720,H2O2,9
1720,H,233
1720,H2,48
1721,O2,67
1721,HO2,10
1721,HO,11
1721,H2O,16
1721,H2O2,9
1721,O,1
1721,H,228
1721,H2,51
1722,O2,67
1722,HO2,10
1722,HO,12
1722,H2O,15
1722,H2O2,9
1722,O,1
1722,H2,50
1722,H,231
1723,O2,67
1723,HO2,10
1723,HO,13
1723,H2O,14
1723,H2O2,9
1723,O,1
1723,H2,43
1723,H,246
1724,O2,67
1724,HO2,10
1724,HO,12
1724,H2O,15
1724,H2O2,9
1724,O,1
1724,H2,48
1724,H,235
1725,O2,67
1725,HO2,9
1725,HO,12
1725,H2O,15
1725,H2O2,10
1725,O,1
1725,H2,48
1725,H,234
1726,O2,68
1726,HO,13
1726,H2O,15
1726,H2O2,8
1726,O,2
1726,HO2,9
1726,H2,47
1726,H,239
1727,O2,68
1727,HO,15
1727,H2O,15
1727,H2O2,8
1727,O,2
1727,HO2,8
1727,H2,56
1727,H,220
1728,O2,68
1728,HO,16
1728,H2O,14
1728,H2O2,9
1728,O,2
1728,HO2,7
1728,H,218
1728,H2,57
1729,O2,68
1729,HO,14
1729,H2O,14
1729,H2O2,9
1729,O,2
1729,HO2,8
1729,H,217
1729,H2,58
1730,O2,69
1730,HO,13
1730,H2O,15
1730,H2O2,8
1730,O,2
1730,HO2,8
1730,H,230
1730,H2,52
1731,O2,69
1731,HO,12
1731,H2O,14
1731,H2O2,10
1731,O,2
1731,HO2,7
1731,H,218
1731,H2,58
1732,O2,69
1732,HO,11
1732,H2O,15
1732,H2O2,9
1732,O,2
1732,HO2,7
1732,H3O2,1
1732,H,214
1732,H2,59
1733,O2,69
1733,HO,10
1733,H2O,16
1733,H2O2,10
1733,O,2
1733,HO2,6
1733,H3O2,1
1733,H,226
1733,H2,52
1734,O2,69
1734,HO,11
1734,H2O,16
1734,H2O2,10
1734,O,3
1734,HO2,5
1734,H3O2,1
1734,H,228
1734,H2,51
1735,O2,69
1735,HO,13
1735,H2O,17
1735,H2O2,10
1735,HO2,5
1735,O,2
1735,H,225
1735,H2,52
1736,O2,69
1736,HO,13
1736,H2O,17
1736,H2O2,10
1736,HO2,5
1736,O,2
1736,H,221
1736,H2,54
1737,O2,69
1737,HO,13
1737,H2O,17
1737,H2O2,10
1737,HO2,5
1737,O,2
1737,H,231
1737,H2,49
1738,O2,69
1738,HO,14
1738,H2O,16
1738,H2O2,11
1738,HO2,4
1738,O,2
1738,H,239
1738,H2,45
1739,O2,69
1739,HO,15
1739,H2O,17
1739,H2O2,10
1739,HO2,4
1739,O,2
1739,H,232
1739,H2,48
1740,O2,69
1740,HO,14
1740,H2O,17
1740,H2O2,10
1740,HO2,5
1740,O,1
1740,H2,49
1740,H,230
1741,O2,69
1741,HO,12
1741,H2O,17
1741,H2O2,10
1741,HO2,6
1741,O,1
1741,H2,49
1741,H,231
1742,O2,69
1742,HO,12
1742,H2O,17
1742,H2O2,10
1742,HO2,6
1742,O,1
1742,H2,45
1742,H,239
1743,O2,69
1743,HO,13
1743,H2O,16
1743,H2O2,9
1743,HO2,7
1743,O,1
1743,H2,50
1743,H,231
1744,O2,69
1744,HO,11
1744,H2O,16
1744,H2O2,10
1744,HO2,7
1744,O,1
1744,H2,56
1744,H,219
1745,O2,67
1745,HO,11
1745,H2O,16
1745,H2O2,10
1745,HO2,7
1745,O4,1
1745,O,1
1745,H,225
1745,H2,53
1746,O2,68
1746,HO,11
1746,H2O,16
1746,H2O2,11
1746,HO2,5
1746,O4,1
1746,O,1
1746,H,233
1746,H2,49
1747,O2,68
1747,HO,9
1747,H2O,16
1747,H2O2,12
1747,HO2,5
1747,O4,1
1747,O,1
1747,H,225
1747,H2,53
1748,O2,68
1748,HO,10
1748,H2O,15
1748,H2O2,12
1748,HO2,5
1748,O4,1
1748,O,1
1748,H,218
1748,H2,57
1749,O2,68
1749,HO,9
1749,H2O,16
1749,H2O2,10
1749,HO2,7
1749,O4,1
1749,O,1
1749,H,223
1749,H2,55
1750,O2,68
1750,HO,9
1750,H2O,16
1750,H2O2,11
1750,HO2,6
1750,O4,1
1750,O,1
1750,H,228
1750,H2,52
1751,O2,68
1751,HO,9
1751,H2O,16
1751,H2O2,11
1751,HO2,6
1751,O4,1
1751,O,1
1751,H,234
1751,H2,49
1752,O2,66
1752,HO2,8
1752,HO,9
1752,H2O2,11
1752,H2O,16
1752,O4,1
1752,O,1
1752,H,224
1752,H2,53
1753,O2,66
1753,HO2,7
1753,HO,8
1753,H2O,17
1753,H2O2,12
1753,O4,1
1753,O,1
1753,H,236
1753,H2,46
1754,O2,66
1754,HO2,7
1754,HO,8
1754,H2O,17
1754,H2O2,12
1754,O4,1
1754,O,1
1754,H,236
1754,H2,46
1755,O2,66
1755,HO2,8
1755,HO,9
1755,H2O,17
1755,H2O2,11
1755,O4,1
1755,H,240
1755,H2,44
1756,O2,67
1756,HO2,8
1756,HO,9
1756,H2O,17
1756,H2O2,10
1756,O4,1
1756,H,248
1756,H2,41
1757,O2,67
1757,HO2,8
1757,HO,10
1757,H2O,16
1757,H2O2,10
1757,O4,1
1757,H,247
1757,H2,42
1758,O2,67
1758,HO2,7
1758,HO,9
1758,H2O,17
1758,H2O2,11
1758,O4,1
1758,H2,47
1758,H,235
1759,O2,67
1759,HO2,7
1759,HO,9
1759,H2O,17
1759,H2O2,11
1759,O4,1
1759,H2,53
1759,H,223
1760,O2,67
1760,HO2,6
1760,HO,11
1760,H2O,17
1760,H2O2,11
1760,O4,1
1760,H2,51
1760,H,226
1761,O2,67
1761,HO2,6
1761,HO,10
1761,H2O,17
1761,H2O2,10
1761,O,1
1761,H3O2,1
1761,O4,1
1761,H2,51
1761,H,226
1762,O2,68
1762,HO2,7
1762,HO,10
1762,H2O,17
1762,H2O2,9
1762,O,1
1762,H3O4,1
1762,H2,51
1762,H,227
1763,O2,68
1763,HO2,7
1763,HO,10
1763,H2O,17
1763,H2O2,9
1763,O,1
1763,H3O4,1
1763,H2,56
1763,H,217
1764,O2,69
1764,HO2,7
1764,HO,10
1764,H2O,17
1764,H2O2,9
1764,O,1
1764,H3O2,1
1764,H,219
1764,H2,55
1765,O2,68
1765,HO2,8
1765,HO,12
1765,H2O,16
1765,H2O2,8
1765,H3O4,1
1765,H,216
1765,H2,57
1766,O2,68
1766,HO2,8
1766,HO,12
1766,H2O,16
1766,H2O2,8
1766,H3O4,1
1766,H,214
1766,H2,58
1767,O2,69
1767,HO,11
1767,H2O,17
1767,H2O2,8
1767,HO2,7
1767,H3O4,1
1767,H,216
1767,H2,57
1768,O2,69
1768,HO,11
1768,H2O,17
1768,H2O2,8
1768,HO2,7
1768,H3O4,1
1768,H,234
1768,H2,48
1769,O2,69
1769,HO,10
1769,H2O,17
1769,H2O2,10
1769,HO2,5
1769,H2O4,1
1769,O,1
1769,H,236
1769,H2,47
1770,O2,70
1770,HO,10
1770,H2O,17
1770,H2O2,10
1770,HO2,4
1770,H2O4,1
1770,O,1
1770,H,235
1770,H2,48
1771,O2,70
1771,HO,8
1771,H2O,17
1771,H2O2,11
1771,HO2,4
1771,H2O4,1
1771,O,1
1771,H,235
1771,H2,48
1772,O2,70
1772,HO,8
1772,H2O,17
1772,H2O2,11
1772,HO2,4
1772,H2O4,1
1772,O,1
1772,H,241
1772,H2,45
1773,O2,70
1773,HO,8
1773,H2O,17
1773,H2O2,11
1773,HO2,4
1773,H2O4,1
1773,O,1
1773,H,243
1773,H2,44
1774,O2,69
1774,HO,9
1774,H2O,17
1774,H2O2,11
1774,HO2,5
1774,H2O4,1
1774,H,233
1774,H2,48
1775,O2,69
1775,HO,9
1775,H2O,17
1775,H2O2,11
1775,HO2,5
1775,H3O4,1
1775,H,234
1775,H2,47
1776,O2,69
1776,O,1
1776,H2O,17
1776,H2O2,10
1776,HO2,8
1776,HO,8
1776,H2,48
1776,H,235
1777,O2,69
1777,O,1
1777,H2O,18
1777,H2O2,10
1777,HO2,8
1777,HO,7
1777,H2,51
1777,H,228
1778,O2,69
1778,O,1
1778,H2O,18
1778,H2O2,9
1778,HO2,8
1778,HO,9
1778,H2,55
1778,H,220
1779,O2,69
1779,O,1
1779,H2O,17
1779,H2O2,9
1779,HO2,8
1779,HO,10
1779,H2,56
1779,H,219
1780,O2,69
1780,HO,11
1780,H2O,17
1780,H2O2,9
1780,HO2,8
1780,H2,58
1780,H,214
1781,O2,69
1781,HO,13
1781,H2O,17
1781,H2O2,9
1781,HO2,7
1781,H,217
1781,H2,56
1782,O2,69
1782,HO,14
1782,H2O,17
1782,H2O2,8
1782,HO2,7
1782,O,1
1782,H,222
1782,H2,54
1783,O2,69
1783,HO,16
1783,H2O,17
1783,H2O2,7
1783,HO2,7
1783,O,1
1783,H,220
1783,H2,55
1784,O2,69
1784,HO,13
1784,H2O,17
1784,H2O2,7
1784,HO2,8
1784,O,2
1784,H,224
1784,H2,54
1785,O2,69
1785,HO,13
1785,H2O,17
1785,H2O2,7
1785,HO2,8
1785,O,2
1785,H,236
1785,H2,48
1786,O2,69
1786,HO,13
1786,H2O,17
1786,H2O2,7
1786,HO2,8
1786,O,2
1786,H,226
1786,H2,53
1787,O2,69
1787,HO,14
1787,H2O,17
1787,H2O2,7
1787,HO2,8
1787,O,1
1787,H,221
1787,H2,55
1788,O2,69
1788,HO,12
1788,H2O,18
1788,H2O2,7
1788,HO2,8
1788,O,2
1788,H,227
1788,H2,52
1789,O2,69
1789,HO,12
1789,H2O,18
1789,H2O2,8
1789,HO2,7
1789,O,2
1789,H,234
1789,H2,48
1790,O2,70
1790,HO,12
1790,H2O,18
1790,H2O2,8
1790,HO2,6
1790,O,2
1790,H,247
1790,H2,42
1791,O2,70
1791,HO,12
1791,H2O,18
1791,H2O2,7
1791,HO2,7
1791,O,2
1791,H,240
1791,H2,46
1792,O2,70
1792,HO,12
1792,H2O,18
1792,H2O2,7
1792,HO2,7
1792,O,2
1792,H,238
1792,H2,47
1793,O2,70
1793,HO,13
1793,H2O,17
1793,H2O2,8
1793,HO2,6
1793,O,2
1793,H2,45
1793,H,242
1794,O2,70
1794,HO,13
1794,H2O,17
1794,H2O2,8
1794,HO2,6
1794,O,2
1794,H2,43
1794,H,246
1795,O2,70
1795,HO,13
1795,H2O2,9
1795,HO2,5
1795,O,2
1795,H2O,17
1795,H2,49
1795,H,233
1796,O2,69
1796,HO,13
1796,H2O2,8
1796,HO2,7
1796,O,1
1796,H2O,18
1796,H2,58
1796,H,213
1797,O2,69
1797,HO,13
1797,H2O2,8
1797,HO2,7
1797,O,1
1797,H2O,18
1797,H2,55
1797,H,219
1798,O2,70
1798,HO,14
1798,H2O2,8
1798,HO2,6
1798,O,1
1798,H2O,17
1798,H,217
1798,H2,57
1799,O2,70
1799,HO,12
1799,H2O,18
1799,H2O2,8
1799,HO2,6
1799,O,2
1799,H,219
1799,H2,56
1800,O2,70
1800,HO,13
1800,H2O,16
1800,H2O2,8
1800,HO2,6
1800,O,2
1800,H3O,1
1800,H,213
1800,H2,59
1801,O2,70
1801,HO,16
1801,H2O,15
1801,H2O2,7
1801,HO2,7
1801,H3O,1
1801,H,227
1801,H2,52
1802,O2,70
1802,HO,16
1802,H2O,15
1802,H2O2,7
1802,HO2,7
1802,H3O,1
1802,H,233
1802,H2,49
1803,O2,70
1803,HO,16
1803,H2O,15
1803,H2O2,7
1803,HO2,7
1803,H3O,1
1803,H,223
1803,H2,54
1804,O2,70
1804,HO,16
1804,H2O,15
1804,H2O2,7
1804,HO2,7
1804,H3O,1
1804,H,209
1804,H2,61
1805,O2,70
1805,HO,17
1805,H2O,15
1805,H2O2,7
1805,HO2,6
1805,O,1
1805,H3O,1
1805,H,219
1805,H2,56
1806,O2,70
1806,HO,17
1806,H2O,15
1806,H2O2,7
1806,HO2,6
1806,O,1
1806,H3O,1
1806,H,229
1806,H2,51
1807,O2,70
1807,HO,18
1807,H2O,14
1807,H2O2,6
1807,HO2,7
1807,O,1
1807,H3O,1
1807,H,237
1807,H2,48
1808,O2,70
1808,HO,17
1808,H2O,15
1808,H2O2,7
1808,HO2,6
1808,O,1
1808,H3O,1
1808,H,233
1808,H2,49
1809,O2,69
1809,HO,14
1809,H2O,15
1809,H2O2,8
1809,HO2,7
1809,O,2
1809,H3O,1
1809,H,247
1809,H2,42
1810,O2,69
1810,HO,13
1810,H2O,16
1810,H2O2,7
1810,HO2,8
1810,O,2
1810,H3O,1
1810,H,251
1810,H2,40
1811,O2,70
1811,HO,14
1811,H2O,15
1811,H2O2,6
1811,HO2,8
1811,H3O,1
1811,O,2
1811,H2,40
1811,H,254
1812,O2,70
1812,HO,14
1812,H2O,15
1812,H2O2,6
1812,HO2,8
1812,H3O,1
1812,O,2
1812,H2,40
1812,H,254
1813,O2,70
1813,HO,14
1813,H2O,15
1813,H2O2,7
1813,HO2,7
1813,H3O,1
1813,O,2
1813,H2,47
1813,H,239
1814,O2,70
1814,HO,14
1814,H2O,15
1814,H2O2,7
1814,HO2,7
1814,H3O,1
1814,O,2
1814,H2,53
1814,H,227
1815,O2,70
1815,HO,13
1815,H2O,15
1815,H2O2,8
1815,HO2,7
1815,H3O,1
1815,O,1
1815,H2,56
1815,H,220
1816,O2,70
1816,O,1
1816,H2O,15
1816,H2O2,8
1816,HO2,7
1816,HO,13
1816,H3O,1
1816,H,222
1816,H2,55
1817,O2,70
1817,O,1
1817,H2O,16
1817,H2O2,8
1817,HO2,7
1817,HO,12
1817,H3O,1
1817,H,211
1817,H2,60
1818,O2,70
1818,O,1
1818,H2O,17
1818,H2O2,9
1818,HO2,6
1818,HO,11
1818,H3O,1
1818,H,223
1818,H2,53
1819,O2,69
1819,O,1
1819,H2O,17
1819,H2O2,10
1819,HO2,7
1819,HO,9
1819,H3O,1
1819,H,220
1819,H2,54
1820,O2,70
1820,HO,10
1820,H2O,17
1820,H2O2,11
1820,HO2,5
1820,H3O,1
1820,H,217
1820,H2,55
1821,O2,69
1821,HO3,1
1821,H2O,15
1821,H2O2,10
1821,HO2,6
1821,HO,11
1821,H3O,1
1821,H,216
1821,H2,57
1822,O2,70
1822,HO3,1
1822,H2O,16
1822,H2O2,10
1822,HO2,5
1822,HO,11
1822,H,212
1822,H2,60
1823,O2,70
1823,HO3,1
1823,H2O,16
1823,H2O2,10
1823,HO2,5
1823,HO,11
1823,H,230
1823,H2,51
1824,O2,70
1824,HO3,1
1824,H2O,16
1824,H2O2,11
1824,HO2,5
1824,HO,8
1824,H3O,1
1824,H,228
1824,H2,51
1825,O2,70
1825,HO3,1
1825,H2O,16
1825,H2O2,10
1825,HO2,5
1825,HO,10
1825,H3O,1
1825,H,224
1825,H2,53
1826,O2,69
1826,HO3,1
1826,H2O,16
1826,H2O2,10
1826,HO2,6
1826,HO,10
1826,H3O,1
1826,H,231
1826,H2,49
1827,O2,69
1827,HO3,1
1827,H2O,17
1827,H2O2,10
1827,HO2,6
1827,HO,9
1827,H3O,1
1827,H,236
1827,H2,46
1828,O2,69
1828,HO3,1
1828,H2O,17
1828,H2O2,10
1828,HO2,6
1828,HO,9
1828,H3O,1
1828,H2,40
1828,H,248
1829,O2,69
1829,HO3,1
1829,H2O,17
1829,H2O2,10
1829,HO2,6
1829,HO,9
1829,H3O,1
1829,H2,40
1829,H,248
1830,O2,69
1830,HO3,1
1830,H2O,16
1830,H2O2,10
1830,HO2,6
1830,HO,10
1830,H3O,1
1830,H2,42
1830,H,245
1831,O2,69
1831,HO3,1
1831,H2O,15
1831,H2O2,10
1831,HO2,6
1831,HO,10
1831,O,1
1831,H3O,1
1831,H2,43
1831,H,245
1832,O2,69
1832,HO3,1
1832,H2O,15
1832,H2O2,10
1832,HO2,6
1832,HO,10
1832,O,1
1832,H3O,1
1832,H2,44
1832,H,243
1833,O2,71
1833,HO3,1
1833,HO,8
1833,H2O2,10
1833,HO2,4
1833,H2O,16
1833,O,2
1833,H3O,1
1833,H,235
1833,H2,49
1834,O2,71
1834,HO3,1
1834,HO,7
1834,H2O2,10
1834,HO2,4
1834,H2O,16
1834,O,3
1834,H3O,1
1834,H,224
1834,H2,55
1835,O2,71
1835,HO3,1
1835,HO,9
1835,H2O2,10
1835,HO2,4
1835,H2O,16
1835,H3O,1
1835,O,1
1835,H,224
1835,H2,54
1836,O2,71
1836,HO3,1
1836,HO,10
1836,H2O2,10
1836,HO2,4
1836,H2O,16
1836,H3O,1
1836,H,219
1836,H2,56
1837,O2,70
1837,HO3,1
1837,HO,9
1837,H2O2,11
1837,HO2,5
1837,H2O,15
1837,H3O,1
1837,H,217
1837,H2,57
1838,O2,70
1838,HO3,1
1838,HO,9
1838,H2O2,11
1838,HO2,5
1838,H2O,15
1838,H3O,1
1838,H,219
1838,H2,56
1839,O2,70
1839,HO3,1
1839,H2O,15
1839,H2O2,10
1839,HO2,5
1839,HO,11
1839,H3O,1
1839,H,219
1839,H2,56
1840,O2,70
1840,HO3,1
1840,H2O,15
1840,H2O2,10
1840,HO2,5
1840,HO,11
1840,H3O,1
1840,H,221
1840,H2,55
1841,O2,70
1841,HO3,1
1841,H2O,16
1841,H2O2,10
1841,HO2,5
1841,HO,11
1841,H,226
1841,H2,53
1842,O2,70
1842,HO3,1
1842,H2O,17
1842,H2O2,10
1842,HO2,5
1842,HO,10
1842,H,231
1842,H2,50
1843,O2,69
1843,HO3,1
1843,H2O,17
1843,H2O2,10
1843,HO2,6
1843,HO,10
1843,H,232
1843,H2,49
1844,O2,69
1844,HO3,1
1844,H2O,17
1844,H2O2,10
1844,HO2,6
1844,HO,10
1844,H,238
1844,H2,46
1845,O2,69
1845,HO3,1
1845,H2O,17
1845,H2O2,10
1845,HO2,6
1845,HO,10
1845,H,250
1845,H2,40
1846,O2,68
1846,HO3,1
1846,H2O,17
1846,H2O2,10
1846,HO2,7
1846,HO,10
1846,H,251
1846,H2,39
1847,O2,68
1847,HO3,1
1847,H2O,17
1847,H2O2,10
1847,HO2,7
1847,HO,10
1847,H,251
1847,H2,39
1848,O2,68
1848,HO3,1
1848,H2O,16
1848,H2O2,10
1848,HO2,7
1848,HO,11
1848,H2,40
1848,H,250
1849,O2,68
1849,HO3,1
1849,H2O,17
1849,H2O2,10
1849,HO2,7
1849,HO,10
1849,H2,42
1849,H,245
1850,O2,69
1850,HO,10
1850,H2O,18
1850,H2O2,11
1850,HO2,6
1850,H2,47
1850,H,233
1851,O2,69
1851,HO,11
1851,H2O,16
1851,H2O2,11
1851,HO2,6
1851,H3O,1
1851,H2,49
1851,H,229
1852,O2,69
1852,HO,13
1852,H2O,16
1852,H2O2,10
1852,HO2,6
1852,H3O,1
1852,H,227
1852,H2,50
1853,O2,69
1853,HO,14
1853,H2O2,10
1853,HO2,6
1853,H2O,15
1853,H3O,1
1853,H,212
1853,H2,58
1854,O2,69
1854,HO,14
1854,H2O2,9
1854,HO2,7
1854,H2O,15
1854,H3O,1
1854,H,225
1854,H2,52
1855,O2,69
1855,HO,14
1855,H2O2,9
1855,HO2,7
1855,H2O,15
1855,H3O,1
1855,H,217
1855,H2,56
1856,O2,70
1856,HO,14
1856,H2O2,9
1856,HO2,6
1856,H2O,15
1856,H3O,1
1856,H,224
1856,H2,53
1857,O2,70
1857,HO,14
1857,H2O2,9
1857,HO2,6
1857,H2O,15
1857,H3O,1
1857,H,218
1857,H2,56
1858,O2,70
1858,HO,13
1858,H2O,16
1858,H2O2,9
1858,HO2,6
1858,H3O,1
1858,H,219
1858,H2,55
1859,O2,70
1859,HO,13
1859,H2O,16
1859,H2O2,10
1859,HO2,5
1859,H3O,1
1859,H,230
1859,H2,49
1860,O2,70
1860,HO,13
1860,H2O,17
1860,H2O2,10
1860,HO2,5
1860,H,237
1860,H2,46
1861,O2,70
1861,HO,13
1861,H2O,17
1861,H2O2,10
1861,HO2,5
1861,H,251
1861,H2,39
1862,O2,70
1862,HO,16
1862,H2O,16
1862,H2O2,9
1862,HO2,5
1862,H,248
1862,H2,41
1863,O2,71
1863,HO,13
1863,H2O,17
1863,H2O2,10
1863,HO2,4
1863,H,250
1863,H2,40
1864,O2,70
1864,HO,12
1864,H2O,17
1864,H2O2,9
1864,HO2,5
1864,HO3,1
1864,H,261
1864,H2,35
1865,O2,69
1865,HO,12
1865,H2O,17
1865,H2O2,9
1865,HO2,6
1865,HO3,1
1865,H,250
1865,H2,40
1866,O2,69
1866,HO,12
1866,H2O,17
1866,H2O2,9
1866,HO2,6
1866,HO3,1
1866,H2,46
1866,H,238
1867,O2,69
1867,HO,12
1867,H2O,17
1867,H2O2,9
1867,HO2,6
1867,HO3,1
1867,H2,51
1867,H,228
1868,O2,69
1868,HO,13
1868,H2O,17
1868,H2O2,9
1868,O,1
1868,HO2,5
1868,HO3,1
1868,H2,47
1868,H,236
1869,O2,69
1869,HO,13
1869,H2O,17
1869,H2O2,9
1869,O,1
1869,HO2,5
1869,HO3,1
1869,H2,52
1869,H,226
1870,O2,69
1870,HO,15
1870,H2O,17
1870,H2O2,8
1870,O,1
1870,HO2,5
1870,HO3,1
1870,H2,59
1870,H,212
1871,O2,69
1871,HO,15
1871,H2O,16
1871,H2O2,7
1871,O,1
1871,HO2,6
1871,H3O,1
1871,HO3,1
1871,H,210
1871,H2,60
1872,O2,69
1872,HO,15
1872,H2O2,7
1872,O,1
1872,HO2,6
1872,H2O,16
1872,H3O,1
1872,HO3,1
1872,H,202
1872,H2,64
1873,O2,69
1873,HO,16
1873,H2O2,7
1873,O,1
1873,HO2,6
1873,H2O,15
1873,H3O,1
1873,HO3,1
1873,H,223
1873,H2,54
1874,O2,69
1874,HO,16
1874,H2O2,7
1874,O,1
1874,HO2,6
1874,H2O,15
1874,H3O,1
1874,O3,1
1874,H,216
1874,H2,58
1875,O2,69
1875,HO,15
1875,H2O2,8
1875,O,2
1875,HO2,5
1875,H2O,15
1875,H3O,1
1875,HO3,1
1875,H,217
1875,H2,57
1876,O2,69
1876,HO,15
1876,H2O2,8
1876,O,2
1876,HO2,5
1876,H2O,15
1876,H3O,1
1876,HO3,1
1876,H,221
1876,H2,55
1877,O2,69
1877,HO,12
1877,H2O2,9
1877,O,2
1877,HO2,5
1877,H2O,16
1877,H3O,1
1877,HO3,1
1877,H,230
1877,H2,50
1878,O2,69
1878,HO,13
1878,H2O2,9
1878,O,1
1878,HO2,5
1878,H2O,16
1878,H3O,1
1878,HO3,1
1878,H,247
1878,H2,41
1879,O2,69
1879,HO,12
1879,H2O,17
1879,H2O2,9
1879,O,1
1879,HO2,5
1879,H3O,1
1879,HO3,1
1879,H,248
1879,H2,40
1880,O2,69
1880,HO,12
1880,H2O,17
1880,H2O2,9
1880,O,1
1880,HO2,5
1880,H3O,1
1880,HO3,1
1880,H,256
1880,H2,36
1881,O2,69
1881,HO,14
1881,H2O,17
1881,H2O2,8
1881,O,1
1881,HO2,5
1881,H3O,1
1881,HO3,1
1881,H,254
1881,H2,37
1882,O2,69
1882,HO,14
1882,H2O,17
1882,H2O2,8
1882,O,1
1882,HO2,5
1882,H3O,1
1882,HO3,1
1882,H,252
1882,H2,38
1883,O2,69
1883,HO,15
1883,H2O,16
1883,H2O2,8
1883,O,1
1883,HO2,5
1883,H3O,1
1883,HO3,1
1883,H,247
1883,H2,41
1884,O2,69
1884,HO,14
1884,H2O,17
1884,H2O2,8
1884,O,1
1884,HO2,5
1884,H3O,1
1884,HO3,1
1884,H2,46
1884,H,236
1885,O2,69
1885,HO,14
1885,H2O,17
1885,H2O2,8
1885,O,1
1885,HO2,5
1885,H3O,1
1885,HO3,1
1885,H2,47
1885,H,234
1886,O2,69
1886,HO,14
1886,H2O,17
1886,H2O2,8
1886,O,1
1886,HO2,5
1886,H3O,1
1886,HO3,1
1886,H2,52
1886,H,224
1887,O2,69
1887,HO,14
1887,H2O,17
1887,H2O2,7
1887,O,1
1887,HO2,6
1887,H3O,1
1887,HO3,1
1887,H2,58
1887,H,213
1888,O2,69
1888,HO,13
1888,H2O,19
1888,H2O2,7
1888,O,1
1888,HO2,6
1888,HO3,1
1888,H2,64
1888,H,201
1889,O2,69
1889,HO,13
1889,H2O,19
1889,H2O2,7
1889,O,1
1889,HO2,6
1889,HO3,1
1889,H,191
1889,H2,69
1890,O2,69
1890,HO,14
1890,H2O,18
1890,H2O2,7
1890,O,1
1890,HO2,6
1890,HO3,1
1890,H,208
1890,H2,61
1891,O2,69
1891,HO,14
1891,H2O,18
1891,H2O2,7
1891,O,1
1891,HO2,6
1891,HO3,1
1891,H,216
1891,H2,57
1892,O2,68
1892,HO,14
1892,H2O,17
1892,H2O2,7
1892,O,1
1892,HO2,7
1892,H3O,1
1892,HO3,1
1892,H,218
1892,H2,55
1893,O2,68
1893,HO,14
1893,H2O2,8
1893,HO2,7
1893,H2O,17
1893,HO3,1
1893,H,227
1893,H2,51
1894,O2,68
1894,HO,13
1894,H2O2,8
1894,HO2,7
1894,H2O,17
1894,O3,1
1894,O,1
1894,H,243
1894,H2,44
1895,O2,68
1895,HO,11
1895,H2O2,9
1895,HO2,7
1895,H2O,17
1895,O3,1
1895,O,1
1895,H,251
1895,H2,40
1896,O2,68
1896,HO,12
1896,H2O2,10
1896,HO2,6
1896,H2O,16
1896,O3,1
1896,O,1
1896,H,257
1896,H2,37
1897,O2,68
1897,HO,12
1897,H2O2,10
1897,HO2,6
1897,H2O,16
1897,O3,1
1897,O,1
1897,H,257
1897,H2,37
1898,O2,68
1898,HO,11
1898,H2O,17
1898,H2O2,10
1898,HO2,6
1898,HO3,1
1898,O,1
1898,H,263
1898,H2,33
1899,O2,68
1899,HO,10
1899,H2O,17
1899,H2O2,11
1899,HO2,6
1899,HO3,1
